Census_Tract_Name,Total population
Census Tract 6039.01; Los Angeles County; California!!Estimate,"3,807"
Census Tract 6039.02; Los Angeles County; California!!Estimate,"3,486"
Census Tract 6040.01; Los Angeles County; California!!Estimate,"4,617"
Census Tract 6040.02; Los Angeles County; California!!Estimate,"3,783"
Census Tract 6041.01; Los Angeles County; California!!Estimate,"3,875"
Census Tract 6041.02; Los Angeles County; California!!Estimate,"2,651"
Census Tract 6042; Los Angeles County; California!!Estimate,"5,837"
Census Tract 6099; Los Angeles County; California!!Estimate,"1,731"
Census Tract 6200.01; Los Angeles County; California!!Estimate,"4,209"
Census Tract 6200.02; Los Angeles County; California!!Estimate,"3,408"
Census Tract 6201.01; Los Angeles County; California!!Estimate,"5,411"
Census Tract 6201.02; Los Angeles County; California!!Estimate,"3,835"
Census Tract 6202.01; Los Angeles County; California!!Estimate,"1,548"
Census Tract 6203.01; Los Angeles County; California!!Estimate,"4,223"
Census Tract 6203.03; Los Angeles County; California!!Estimate,"4,653"
Census Tract 6203.05; Los Angeles County; California!!Estimate,"6,038"
Census Tract 6204; Los Angeles County; California!!Estimate,"5,218"
Census Tract 6205.01; Los Angeles County; California!!Estimate,"5,808"
Census Tract 6205.21; Los Angeles County; California!!Estimate,"4,586"
Census Tract 6205.22; Los Angeles County; California!!Estimate,"4,616"
Census Tract 6206.01; Los Angeles County; California!!Estimate,"6,165"
Census Tract 6206.02; Los Angeles County; California!!Estimate,"5,846"
Census Tract 6207.01; Los Angeles County; California!!Estimate,"7,125"
Census Tract 6207.03; Los Angeles County; California!!Estimate,"3,637"
Census Tract 6207.04; Los Angeles County; California!!Estimate,"3,817"
Census Tract 6208.01; Los Angeles County; California!!Estimate,"3,966"
Census Tract 6208.02; Los Angeles County; California!!Estimate,"3,479"
Census Tract 6209.01; Los Angeles County; California!!Estimate,"2,677"
Census Tract 6209.04; Los Angeles County; California!!Estimate,"2,782"
Census Tract 6210.01; Los Angeles County; California!!Estimate,"4,552"
Census Tract 6210.05; Los Angeles County; California!!Estimate,"4,749"
Census Tract 6211.02; Los Angeles County; California!!Estimate,"3,390"
Census Tract 6211.04; Los Angeles County; California!!Estimate,"6,557"
Census Tract 6212.01; Los Angeles County; California!!Estimate,"7,095"
Census Tract 6212.04; Los Angeles County; California!!Estimate,"2,729"
Census Tract 6213.01; Los Angeles County; California!!Estimate,"7,177"
Census Tract 6213.24; Los Angeles County; California!!Estimate,"3,497"
Census Tract 6213.26; Los Angeles County; California!!Estimate,"3,098"
Census Tract 6214; Los Angeles County; California!!Estimate,"4,618"
Census Tract 6500.01; Los Angeles County; California!!Estimate,"6,024"
Census Tract 6500.03; Los Angeles County; California!!Estimate,"3,032"
Census Tract 6500.04; Los Angeles County; California!!Estimate,"4,386"
Census Tract 6501.01; Los Angeles County; California!!Estimate,"5,080"
Census Tract 6501.02; Los Angeles County; California!!Estimate,"2,166"
Census Tract 6502; Los Angeles County; California!!Estimate,"5,921"
Census Tract 6503; Los Angeles County; California!!Estimate,"7,894"
Census Tract 6504.01; Los Angeles County; California!!Estimate,"4,473"
Census Tract 6505.01; Los Angeles County; California!!Estimate,"2,779"
Census Tract 6505.02; Los Angeles County; California!!Estimate,"4,214"
Census Tract 6506.03; Los Angeles County; California!!Estimate,"3,742"
Census Tract 6506.04; Los Angeles County; California!!Estimate,"5,393"
Census Tract 6506.05; Los Angeles County; California!!Estimate,"2,762"
Census Tract 6506.06; Los Angeles County; California!!Estimate,"4,217"
Census Tract 6506.07; Los Angeles County; California!!Estimate,"2,680"
Census Tract 6507.01; Los Angeles County; California!!Estimate,"2,555"
Census Tract 6507.02; Los Angeles County; California!!Estimate,"4,605"
Census Tract 6508.01; Los Angeles County; California!!Estimate,"3,864"
Census Tract 6508.02; Los Angeles County; California!!Estimate,"3,629"
Census Tract 6509.01; Los Angeles County; California!!Estimate,"4,963"
Census Tract 6509.03; Los Angeles County; California!!Estimate,"4,701"
Census Tract 6509.04; Los Angeles County; California!!Estimate,"2,457"
Census Tract 6510.01; Los Angeles County; California!!Estimate,"5,272"
Census Tract 6510.02; Los Angeles County; California!!Estimate,"4,797"
Census Tract 6511.01; Los Angeles County; California!!Estimate,"4,678"
Census Tract 6511.02; Los Angeles County; California!!Estimate,"4,059"
Census Tract 6512.01; Los Angeles County; California!!Estimate,"4,621"
Census Tract 6512.21; Los Angeles County; California!!Estimate,"3,614"
Census Tract 6512.22; Los Angeles County; California!!Estimate,"6,221"
Census Tract 6513.02; Los Angeles County; California!!Estimate,"5,816"
Census Tract 6513.04; Los Angeles County; California!!Estimate,"5,015"
Census Tract 6514.01; Los Angeles County; California!!Estimate,"2,418"
Census Tract 6514.02; Los Angeles County; California!!Estimate,"5,451"
Census Tract 6700.01; Los Angeles County; California!!Estimate,"3,479"
Census Tract 6700.02; Los Angeles County; California!!Estimate,"3,259"
Census Tract 6700.03; Los Angeles County; California!!Estimate,"6,008"
Census Tract 6701.01; Los Angeles County; California!!Estimate,"3,663"
Census Tract 6701.02; Los Angeles County; California!!Estimate,"4,000"
Census Tract 6702.01; Los Angeles County; California!!Estimate,"3,647"
Census Tract 6702.02; Los Angeles County; California!!Estimate,"2,559"
Census Tract 6703.24; Los Angeles County; California!!Estimate,"5,485"
Census Tract 6703.26; Los Angeles County; California!!Estimate,"3,237"
Census Tract 6703.28; Los Angeles County; California!!Estimate,"4,325"
Census Tract 6704.05; Los Angeles County; California!!Estimate,"2,711"
Census Tract 6704.06; Los Angeles County; California!!Estimate,"1,712"
Census Tract 6704.07; Los Angeles County; California!!Estimate,"5,849"
Census Tract 6704.13; Los Angeles County; California!!Estimate,"4,814"
Census Tract 6704.16; Los Angeles County; California!!Estimate,"4,101"
Census Tract 6704.17; Los Angeles County; California!!Estimate,"2,780"
Census Tract 6704.18; Los Angeles County; California!!Estimate,"4,438"
Census Tract 6705; Los Angeles County; California!!Estimate,"1,511"
Census Tract 6706.03; Los Angeles County; California!!Estimate,"1,856"
Census Tract 6706.04; Los Angeles County; California!!Estimate,"4,953"
Census Tract 6707.01; Los Angeles County; California!!Estimate,"6,486"
Census Tract 6707.02; Los Angeles County; California!!Estimate,"5,891"
Census Tract 7001.01; Los Angeles County; California!!Estimate,"5,536"
Census Tract 7001.02; Los Angeles County; California!!Estimate,"4,505"
Census Tract 7002; Los Angeles County; California!!Estimate,"6,694"
Census Tract 7003; Los Angeles County; California!!Estimate,"5,541"
Census Tract 7004; Los Angeles County; California!!Estimate,"4,486"
Census Tract 7005.01; Los Angeles County; California!!Estimate,"4,190"
Census Tract 7005.02; Los Angeles County; California!!Estimate,"4,138"
Census Tract 7006; Los Angeles County; California!!Estimate,"5,117"
Census Tract 7007; Los Angeles County; California!!Estimate,"3,121"
Census Tract 7008.01; Los Angeles County; California!!Estimate,"4,072"
Census Tract 7008.02; Los Angeles County; California!!Estimate,"4,015"
Census Tract 7009.01; Los Angeles County; California!!Estimate,"4,072"
Census Tract 7009.02; Los Angeles County; California!!Estimate,"6,483"
Census Tract 7010; Los Angeles County; California!!Estimate,"5,075"
Census Tract 7012.01; Los Angeles County; California!!Estimate,"3,699"
Census Tract 7012.02; Los Angeles County; California!!Estimate,"3,314"
Census Tract 7013.02; Los Angeles County; California!!Estimate,"4,645"
Census Tract 7013.04; Los Angeles County; California!!Estimate,"5,930"
Census Tract 7014.02; Los Angeles County; California!!Estimate,"7,371"
Census Tract 7015.01; Los Angeles County; California!!Estimate,"4,842"
Census Tract 7015.02; Los Angeles County; California!!Estimate,"3,788"
Census Tract 7016.01; Los Angeles County; California!!Estimate,"4,112"
Census Tract 7016.02; Los Angeles County; California!!Estimate,"4,507"
Census Tract 7017.01; Los Angeles County; California!!Estimate,"3,303"
Census Tract 7017.02; Los Angeles County; California!!Estimate,"3,102"
Census Tract 7018.01; Los Angeles County; California!!Estimate,"5,971"
Census Tract 7018.02; Los Angeles County; California!!Estimate,"5,048"
Census Tract 7019.02; Los Angeles County; California!!Estimate,"5,484"
Census Tract 7020.02; Los Angeles County; California!!Estimate,"6,037"
Census Tract 7021.02; Los Angeles County; California!!Estimate,"5,641"
Census Tract 7022.01; Los Angeles County; California!!Estimate,"3,996"
Census Tract 7022.02; Los Angeles County; California!!Estimate,"3,937"
Census Tract 7023; Los Angeles County; California!!Estimate,"6,801"
Census Tract 7024; Los Angeles County; California!!Estimate,"4,758"
Census Tract 7025.01; Los Angeles County; California!!Estimate,"4,727"
Census Tract 7025.02; Los Angeles County; California!!Estimate,"4,280"
Census Tract 7026; Los Angeles County; California!!Estimate,"6,053"
Census Tract 7027; Los Angeles County; California!!Estimate,"3,349"
Census Tract 7028.01; Los Angeles County; California!!Estimate,"5,564"
Census Tract 7028.02; Los Angeles County; California!!Estimate,"2,266"
Census Tract 7028.03; Los Angeles County; California!!Estimate,"2,941"
Census Tract 7029; Los Angeles County; California!!Estimate,"8,844"
Census Tract 7030.02; Los Angeles County; California!!Estimate,"7,434"
Census Tract 7030.03; Los Angeles County; California!!Estimate,"6,055"
Census Tract 7031; Los Angeles County; California!!Estimate,"6,069"
Census Tract 7032; Los Angeles County; California!!Estimate,"5,675"
Census Tract 8001.01; Los Angeles County; California!!Estimate,"5,715"
Census Tract 8001.03; Los Angeles County; California!!Estimate,"3,682"
Census Tract 8001.04; Los Angeles County; California!!Estimate,"3,921"
Census Tract 8002.02; Los Angeles County; California!!Estimate,"5,943"
Census Tract 8002.04; Los Angeles County; California!!Estimate,"4,162"
Census Tract 8002.05; Los Angeles County; California!!Estimate,"4,003"
Census Tract 8002.06; Los Angeles County; California!!Estimate,"3,590"
Census Tract 8003.24; Los Angeles County; California!!Estimate,"6,421"
Census Tract 8003.25; Los Angeles County; California!!Estimate,"3,703"
Census Tract 8003.28; Los Angeles County; California!!Estimate,"1,267"
Census Tract 8003.33; Los Angeles County; California!!Estimate,"2,188"
Census Tract 8003.34; Los Angeles County; California!!Estimate,"3,502"
Census Tract 8003.35; Los Angeles County; California!!Estimate,"4,296"
Census Tract 8003.36; Los Angeles County; California!!Estimate,"3,947"
Census Tract 8003.37; Los Angeles County; California!!Estimate,"3,419"
Census Tract 8003.38; Los Angeles County; California!!Estimate,"6,411"
Census Tract 8004.06; Los Angeles County; California!!Estimate,"1,948"
Census Tract 8004.10; Los Angeles County; California!!Estimate,"3,647"
Census Tract 8004.11; Los Angeles County; California!!Estimate,"2,475"
Census Tract 8004.12; Los Angeles County; California!!Estimate,"3,688"
Census Tract 8005.04; Los Angeles County; California!!Estimate,"2,024"
Census Tract 8005.06; Los Angeles County; California!!Estimate,"3,037"
Census Tract 9001.02; Los Angeles County; California!!Estimate,633
Census Tract 9001.03; Los Angeles County; California!!Estimate,"6,581"
Census Tract 9001.04; Los Angeles County; California!!Estimate,"6,910"
Census Tract 9003.01; Los Angeles County; California!!Estimate,"4,678"
Census Tract 9005.01; Los Angeles County; California!!Estimate,"7,963"
Census Tract 9005.04; Los Angeles County; California!!Estimate,"6,592"
Census Tract 9005.05; Los Angeles County; California!!Estimate,"4,404"
Census Tract 9005.06; Los Angeles County; California!!Estimate,"5,072"
Census Tract 9005.08; Los Angeles County; California!!Estimate,"3,716"
Census Tract 9005.09; Los Angeles County; California!!Estimate,"4,527"
Census Tract 9005.10; Los Angeles County; California!!Estimate,"4,043"
Census Tract 9006.02; Los Angeles County; California!!Estimate,"5,449"
Census Tract 9006.06; Los Angeles County; California!!Estimate,"4,676"
Census Tract 9006.07; Los Angeles County; California!!Estimate,"4,953"
Census Tract 9006.08; Los Angeles County; California!!Estimate,"3,930"
Census Tract 9006.09; Los Angeles County; California!!Estimate,"5,163"
Census Tract 9006.10; Los Angeles County; California!!Estimate,"3,313"
Census Tract 9006.11; Los Angeles County; California!!Estimate,"4,435"
Census Tract 9007.01; Los Angeles County; California!!Estimate,"4,844"
Census Tract 9007.03; Los Angeles County; California!!Estimate,"5,172"
Census Tract 9007.04; Los Angeles County; California!!Estimate,"3,395"
Census Tract 9007.05; Los Angeles County; California!!Estimate,"4,011"
Census Tract 9008.04; Los Angeles County; California!!Estimate,"3,558"
Census Tract 9008.05; Los Angeles County; California!!Estimate,"5,956"
Census Tract 9008.06; Los Angeles County; California!!Estimate,"4,342"
Census Tract 9008.07; Los Angeles County; California!!Estimate,"4,197"
Census Tract 9008.08; Los Angeles County; California!!Estimate,"5,047"
Census Tract 9009.01; Los Angeles County; California!!Estimate,"3,252"
Census Tract 9009.02; Los Angeles County; California!!Estimate,"1,388"
Census Tract 9010.03; Los Angeles County; California!!Estimate,"3,394"
Census Tract 9010.07; Los Angeles County; California!!Estimate,"2,104"
Census Tract 9010.08; Los Angeles County; California!!Estimate,"3,268"
Census Tract 9010.09; Los Angeles County; California!!Estimate,"5,874"
Census Tract 9010.10; Los Angeles County; California!!Estimate,"5,502"
Census Tract 9010.11; Los Angeles County; California!!Estimate,"4,859"
Census Tract 9010.12; Los Angeles County; California!!Estimate,"6,365"
Census Tract 9010.13; Los Angeles County; California!!Estimate,"3,378"
Census Tract 9010.14; Los Angeles County; California!!Estimate,"5,054"
Census Tract 9011.01; Los Angeles County; California!!Estimate,"5,689"
Census Tract 9011.02; Los Angeles County; California!!Estimate,"5,412"
Census Tract 9012.09; Los Angeles County; California!!Estimate,951
Census Tract 9012.10; Los Angeles County; California!!Estimate,"1,637"
Census Tract 9012.14; Los Angeles County; California!!Estimate,"4,927"
Census Tract 9012.15; Los Angeles County; California!!Estimate,"3,596"
Census Tract 9012.16; Los Angeles County; California!!Estimate,"2,602"
Census Tract 9012.17; Los Angeles County; California!!Estimate,"1,536"
Census Tract 9012.18; Los Angeles County; California!!Estimate,"2,404"
Census Tract 9013; Los Angeles County; California!!Estimate,"1,862"
Census Tract 9100.02; Los Angeles County; California!!Estimate,"7,197"
Census Tract 9102.10; Los Angeles County; California!!Estimate,"7,166"
Census Tract 9102.11; Los Angeles County; California!!Estimate,"1,751"
Census Tract 9102.12; Los Angeles County; California!!Estimate,"3,322"
Census Tract 9102.13; Los Angeles County; California!!Estimate,"1,464"
Census Tract 9102.14; Los Angeles County; California!!Estimate,"5,593"
Census Tract 9102.15; Los Angeles County; California!!Estimate,"6,943"
Census Tract 9102.16; Los Angeles County; California!!Estimate,"5,164"
Census Tract 9102.17; Los Angeles County; California!!Estimate,"5,678"
Census Tract 9102.18; Los Angeles County; California!!Estimate,"4,263"
Census Tract 9103.01; Los Angeles County; California!!Estimate,"4,413"
Census Tract 9103.02; Los Angeles County; California!!Estimate,"6,396"
Census Tract 9104.01; Los Angeles County; California!!Estimate,"5,995"
Census Tract 9104.04; Los Angeles County; California!!Estimate,"4,405"
Census Tract 9104.05; Los Angeles County; California!!Estimate,"5,851"
Census Tract 9105.01; Los Angeles County; California!!Estimate,"5,719"
Census Tract 9105.02; Los Angeles County; California!!Estimate,"4,301"
Census Tract 9105.04; Los Angeles County; California!!Estimate,"4,032"
Census Tract 9105.05; Los Angeles County; California!!Estimate,"3,172"
Census Tract 9106.01; Los Angeles County; California!!Estimate,"6,495"
Census Tract 9106.02; Los Angeles County; California!!Estimate,"4,670"
Census Tract 9106.05; Los Angeles County; California!!Estimate,"5,113"
Census Tract 9106.06; Los Angeles County; California!!Estimate,"3,239"
Census Tract 9106.07; Los Angeles County; California!!Estimate,"4,225"
Census Tract 9106.08; Los Angeles County; California!!Estimate,"4,023"
Census Tract 9107.06; Los Angeles County; California!!Estimate,"6,824"
Census Tract 9107.07; Los Angeles County; California!!Estimate,"5,192"
Census Tract 9107.09; Los Angeles County; California!!Estimate,"1,712"
Census Tract 9107.12; Los Angeles County; California!!Estimate,"3,251"
Census Tract 9107.13; Los Angeles County; California!!Estimate,"7,157"
Census Tract 9107.14; Los Angeles County; California!!Estimate,"4,052"
Census Tract 9107.15; Los Angeles County; California!!Estimate,"7,006"
Census Tract 9107.16; Los Angeles County; California!!Estimate,"6,277"
Census Tract 9107.17; Los Angeles County; California!!Estimate,"2,277"
Census Tract 9107.18; Los Angeles County; California!!Estimate,"5,536"
Census Tract 9107.19; Los Angeles County; California!!Estimate,"4,546"
Census Tract 9107.20; Los Angeles County; California!!Estimate,"5,320"
Census Tract 9107.21; Los Angeles County; California!!Estimate,"3,823"
Census Tract 9108.04; Los Angeles County; California!!Estimate,"3,060"
Census Tract 9108.07; Los Angeles County; California!!Estimate,"5,954"
Census Tract 9108.08; Los Angeles County; California!!Estimate,"3,918"
Census Tract 9108.09; Los Angeles County; California!!Estimate,"2,297"
Census Tract 9108.10; Los Angeles County; California!!Estimate,"2,849"
Census Tract 9108.14; Los Angeles County; California!!Estimate,"3,108"
Census Tract 9108.15; Los Angeles County; California!!Estimate,"5,152"
Census Tract 9110.01; Los Angeles County; California!!Estimate,"3,546"
Census Tract 9111; Los Angeles County; California!!Estimate,"7,331"
Census Tract 9200.13; Los Angeles County; California!!Estimate,"7,870"
Census Tract 9200.15; Los Angeles County; California!!Estimate,"6,383"
Census Tract 9200.16; Los Angeles County; California!!Estimate,"5,004"
Census Tract 9200.17; Los Angeles County; California!!Estimate,"4,261"
Census Tract 9200.18; Los Angeles County; California!!Estimate,"2,058"
Census Tract 9200.20; Los Angeles County; California!!Estimate,"5,993"
Census Tract 9200.28; Los Angeles County; California!!Estimate,"8,740"
Census Tract 9200.29; Los Angeles County; California!!Estimate,"3,741"
Census Tract 9200.30; Los Angeles County; California!!Estimate,"5,754"
Census Tract 9200.31; Los Angeles County; California!!Estimate,"6,117"
Census Tract 9200.34; Los Angeles County; California!!Estimate,"4,318"
Census Tract 9200.35; Los Angeles County; California!!Estimate,"8,980"
Census Tract 9200.38; Los Angeles County; California!!Estimate,"3,098"
Census Tract 9200.39; Los Angeles County; California!!Estimate,"1,615"
Census Tract 9200.40; Los Angeles County; California!!Estimate,"3,270"
Census Tract 9200.41; Los Angeles County; California!!Estimate,"3,072"
Census Tract 9200.42; Los Angeles County; California!!Estimate,"6,840"
Census Tract 9200.43; Los Angeles County; California!!Estimate,"8,603"
Census Tract 9200.44; Los Angeles County; California!!Estimate,"2,626"
Census Tract 9200.45; Los Angeles County; California!!Estimate,"4,441"
Census Tract 9200.46; Los Angeles County; California!!Estimate,"3,605"
Census Tract 9200.47; Los Angeles County; California!!Estimate,"7,009"
Census Tract 9200.48; Los Angeles County; California!!Estimate,"5,502"
Census Tract 9200.49; Los Angeles County; California!!Estimate,"6,133"
Census Tract 9200.50; Los Angeles County; California!!Estimate,"1,024"
Census Tract 9201.02; Los Angeles County; California!!Estimate,"4,734"
Census Tract 9201.04; Los Angeles County; California!!Estimate,"2,897"
Census Tract 9201.06; Los Angeles County; California!!Estimate,"3,576"
Census Tract 9201.09; Los Angeles County; California!!Estimate,"4,646"
Census Tract 9201.10; Los Angeles County; California!!Estimate,"2,891"
Census Tract 9201.11; Los Angeles County; California!!Estimate,"3,065"
Census Tract 9201.12; Los Angeles County; California!!Estimate,"3,927"
Census Tract 9201.14; Los Angeles County; California!!Estimate,"5,358"
Census Tract 9201.15; Los Angeles County; California!!Estimate,"4,048"
Census Tract 9201.16; Los Angeles County; California!!Estimate,"4,949"
Census Tract 9201.18; Los Angeles County; California!!Estimate,"6,248"
Census Tract 9201.19; Los Angeles County; California!!Estimate,"1,813"
Census Tract 9201.20; Los Angeles County; California!!Estimate,"4,045"
Census Tract 9201.21; Los Angeles County; California!!Estimate,"10,967"
Census Tract 9202; Los Angeles County; California!!Estimate,"4,186"
Census Tract 9203.03; Los Angeles County; California!!Estimate,"1,564"
Census Tract 9203.12; Los Angeles County; California!!Estimate,"6,398"
Census Tract 9203.13; Los Angeles County; California!!Estimate,"5,021"
Census Tract 9203.14; Los Angeles County; California!!Estimate,"3,158"
Census Tract 9203.22; Los Angeles County; California!!Estimate,"2,597"
Census Tract 9203.26; Los Angeles County; California!!Estimate,"7,191"
Census Tract 9203.28; Los Angeles County; California!!Estimate,"1,967"
Census Tract 9203.29; Los Angeles County; California!!Estimate,"6,169"
Census Tract 9203.30; Los Angeles County; California!!Estimate,"3,454"
Census Tract 9203.31; Los Angeles County; California!!Estimate,"3,564"
Census Tract 9203.32; Los Angeles County; California!!Estimate,"2,062"
Census Tract 9203.34; Los Angeles County; California!!Estimate,"5,943"
Census Tract 9203.38; Los Angeles County; California!!Estimate,"5,749"
Census Tract 9203.39; Los Angeles County; California!!Estimate,"8,917"
Census Tract 9203.40; Los Angeles County; California!!Estimate,"2,830"
Census Tract 9203.41; Los Angeles County; California!!Estimate,"3,004"
Census Tract 9203.42; Los Angeles County; California!!Estimate,"3,131"
Census Tract 9203.43; Los Angeles County; California!!Estimate,"4,087"
Census Tract 9304; Los Angeles County; California!!Estimate,"1,309"
Census Tract 9800.01; Los Angeles County; California!!Estimate,0
Census Tract 9800.02; Los Angeles County; California!!Estimate,0
Census Tract 9800.03; Los Angeles County; California!!Estimate,0
Census Tract 9800.04; Los Angeles County; California!!Estimate,0
Census Tract 9800.05; Los Angeles County; California!!Estimate,0
Census Tract 9800.06; Los Angeles County; California!!Estimate,0
Census Tract 9800.07; Los Angeles County; California!!Estimate,0
Census Tract 9800.08; Los Angeles County; California!!Estimate,73
Census Tract 9800.09; Los Angeles County; California!!Estimate,5
Census Tract 9800.10; Los Angeles County; California!!Estimate,143
Census Tract 9800.11; Los Angeles County; California!!Estimate,101
Census Tract 9800.12; Los Angeles County; California!!Estimate,20
Census Tract 9800.13; Los Angeles County; California!!Estimate,0
Census Tract 9800.14; Los Angeles County; California!!Estimate,40
Census Tract 9800.15; Los Angeles County; California!!Estimate,"1,111"
Census Tract 9800.16; Los Angeles County; California!!Estimate,371
Census Tract 9800.17; Los Angeles County; California!!Estimate,"1,362"
Census Tract 9800.18; Los Angeles County; California!!Estimate,0
Census Tract 9800.19; Los Angeles County; California!!Estimate,75
Census Tract 9800.20; Los Angeles County; California!!Estimate,0
Census Tract 9800.21; Los Angeles County; California!!Estimate,16
Census Tract 9800.22; Los Angeles County; California!!Estimate,0
Census Tract 9800.23; Los Angeles County; California!!Estimate,47
Census Tract 9800.24; Los Angeles County; California!!Estimate,205
Census Tract 9800.25; Los Angeles County; California!!Estimate,442
Census Tract 9800.26; Los Angeles County; California!!Estimate,15
Census Tract 9800.28; Los Angeles County; California!!Estimate,0
Census Tract 9800.30; Los Angeles County; California!!Estimate,0
Census Tract 9800.31; Los Angeles County; California!!Estimate,970
Census Tract 9800.33; Los Angeles County; California!!Estimate,14
Census Tract 9800.34; Los Angeles County; California!!Estimate,0
Census Tract 9800.35; Los Angeles County; California!!Estimate,642
Census Tract 9800.36; Los Angeles County; California!!Estimate,606
Census Tract 9800.37; Los Angeles County; California!!Estimate,0
Census Tract 9800.38; Los Angeles County; California!!Estimate,0
Census Tract 9800.39; Los Angeles County; California!!Estimate,0
Census Tract 9901; Los Angeles County; California!!Estimate,0
Census Tract 9902; Los Angeles County; California!!Estimate,0
Census Tract 9903; Los Angeles County; California!!Estimate,0
