GEO_ID,FIPS,Census_Tract_Name,Total population
1400000U,6037228320,2283.2,3420
1400000U,6037228410,2284.1,3096
1400000U,6037228420,2284.2,2893
1400000U,6037228500,2285,4836
1400000U,6037228600,2286,4734
1400000U,6037228710,2287.1,4104
1400000U,6037228720,2287.2,4909
1400000U,6037228800,2288,5375
1400000U,6037228900,2289,3187
1400000U,6037229100,2291,4572
1400000U,6037229200,2292,4550
1400000U,6037229300,2293,5742
1400000U,6037229410,2294.1,3897
1400000U,6037229420,2294.2,4611
1400000U,6037231100,2311,3407
1400000U,6037231210,2312.1,4261
1400000U,6037231220,2312.2,4143
1400000U,6037231301,2313.01,2570
1400000U,6037231302,2313.02,2890
1400000U,6037231400,2314,4480
1400000U,6037231500,2315,5048
1400000U,6037231601,2316.01,2230
1400000U,6037231602,2316.02,1870
1400000U,6037231603,2316.03,2895
1400000U,6037231710,2317.1,4026
1400000U,6037231720,2317.2,5174
1400000U,6037231800,2318,5469
1400000U,6037231901,2319.01,3440
1400000U,6037231902,2319.02,3207
1400000U,6037232110,2321.1,3491
1400000U,6037232120,2321.2,4935
1400000U,6037232200,2322,3765
1400000U,6037232300,2323,4766
1400000U,6037232401,2324.01,3582
1400000U,6037232402,2324.02,3098
1400000U,6037232500,2325,5422
1400000U,6037232601,2326.01,1688
1400000U,6037232602,2326.02,5524
1400000U,6037232701,2327.01,2348
1400000U,6037232702,2327.02,4414
1400000U,6037232800,2328,4184
1400000U,6037234001,2340.01,2517
1400000U,6037234002,2340.02,2896
1400000U,6037234200,2342,2605
1400000U,6037234301,2343.01,1779
1400000U,6037234302,2343.02,2459
1400000U,6037234501,2345.01,2770
1400000U,6037234502,2345.02,2601
1400000U,6037234600,2346,4694
1400000U,6037234700,2347,3838
1400000U,6037234800,2348,3534
1400000U,6037234901,2349.01,2916
1400000U,6037234902,2349.02,4535
1400000U,6037235100,2351,4032
1400000U,6037235201,2352.01,2880
1400000U,6037235202,2352.02,3887
1400000U,6037236001,2360.01,4063
1400000U,6037236101,2361.01,2606
1400000U,6037236102,2361.02,3510
1400000U,6037236203,2362.03,3615
1400000U,6037236204,2362.04,3387
1400000U,6037236205,2362.05,3070
1400000U,6037236206,2362.06,3175
1400000U,6037236400,2364,4390
1400000U,6037237101,2371.01,4136
1400000U,6037237102,2371.02,3970
1400000U,6037237201,2372.01,3766
1400000U,6037237202,2372.02,4404
1400000U,6037237300,2373,5762
1400000U,6037237401,2374.01,3906
1400000U,6037237402,2374.02,3618
1400000U,6037237500,2375,2727
1400000U,6037237600,2376,4092
1400000U,6037237710,2377.1,4372
1400000U,6037237720,2377.2,3447
1400000U,6037237800,2378,4160
1400000U,6037237900,2379,4040
1400000U,6037238000,2380,5438
1400000U,6037238100,2381,5205
1400000U,6037238200,2382,6827
1400000U,6037238310,2383.1,5102
1400000U,6037238320,2383.2,3513
1400000U,6037238400,2384,4495
1400000U,6037239201,2392.01,3400
1400000U,6037239202,2392.02,5385
1400000U,6037239310,2393.1,4021
1400000U,6037239320,2393.2,3105
1400000U,6037239330,2393.3,3119
1400000U,6037239501,2395.01,3583
1400000U,6037239502,2395.02,3691
1400000U,6037239601,2396.01,3753
1400000U,6037239602,2396.02,3753
1400000U,6037239701,2397.01,4021
1400000U,6037239702,2397.02,4687
1400000U,6037239801,2398.01,4174
1400000U,6037239802,2398.02,5426
1400000U,6037240010,2400.1,3962
1400000U,6037240020,2400.2,5366
1400000U,6037240200,2402,5737
1400000U,6037240301,2403.01,2870
1400000U,6037240302,2403.02,3013
1400000U,6037240401,2404.01,5911
1400000U,6037240402,2404.02,3904
1400000U,6037240500,2405,6415
1400000U,6037240600,2406,4807
1400000U,6037240700,2407,6429
1400000U,6037240800,2408,4749
1400000U,6037240901,2409.01,2503
1400000U,6037240902,2409.02,3614
1400000U,6037241001,2410.01,4457
1400000U,6037241002,2410.02,3830
1400000U,6037241110,2411.1,3585
1400000U,6037241120,2411.2,4245
1400000U,6037241201,2412.01,3147
1400000U,6037241202,2412.02,4825
1400000U,6037241300,2413,2378
1400000U,6037241400,2414,3901
1400000U,6037242000,2420,4161
1400000U,6037242100,2421,2402
1400000U,6037242201,2422.01,4004
1400000U,6037242202,2422.02,2729
1400000U,6037242300,2423,4851
1400000U,6037242600,2426,4714
1400000U,6037242700,2427,4723
1400000U,6037243001,2430.01,3246
1400000U,6037243002,2430.02,2721
1400000U,6037243100,2431,5186
1400000U,6037261102,2611.02,3990
1400000U,6037261103,2611.03,1722
1400000U,6037261104,2611.04,1672
1400000U,6037261200,2612,3880
1400000U,6037262100,2621,2721
1400000U,6037262200,2622,4630
1400000U,6037262301,2623.01,2976
1400000U,6037262302,2623.02,2940
1400000U,6037262303,2623.03,2824
1400000U,6037262400,2624,2893
1400000U,6037262501,2625.01,3732
1400000U,6037262601,2626.01,3418
1400000U,6037262604,2626.04,5884
1400000U,6037262704,2627.04,3595
1400000U,6037262706,2627.06,3383
1400000U,6037262802,2628.02,3636
1400000U,6037264000,2640,3083
1400000U,6037264102,2641.02,2965
1400000U,6037264103,2641.03,2748
1400000U,6037264303,2643.03,2702
1400000U,6037264304,2643.04,2264
1400000U,6037264305,2643.05,4526
1400000U,6037264306,2643.06,1694
1400000U,6037265100,2651,2301
1400000U,6037265201,2652.01,2491
1400000U,6037265203,2652.03,1993
1400000U,6037265204,2652.04,1466
1400000U,6037265301,2653.01,12987
1400000U,6037265303,2653.03,4468
1400000U,6037265304,2653.04,3088
1400000U,6037265306,2653.06,1806
1400000U,6037265307,2653.07,2407
1400000U,6037265410,2654.1,1726
1400000U,6037265420,2654.2,1636
1400000U,6037265521,2655.21,1585
1400000U,6037265522,2655.22,2332
1400000U,6037265523,2655.23,2286
1400000U,6037265524,2655.24,2768
1400000U,6037265601,2656.01,3045
1400000U,6037265602,2656.02,3057
1400000U,6037265701,2657.01,1845
1400000U,6037265702,2657.02,3107
1400000U,6037267101,2671.01,2891
1400000U,6037267102,2671.02,2957
1400000U,6037267201,2672.01,2832
1400000U,6037267202,2672.02,3779
1400000U,6037267300,2673,4155
1400000U,6037267403,2674.03,3559
1400000U,6037267404,2674.04,3547
1400000U,6037267405,2674.05,2423
1400000U,6037267406,2674.06,1932
1400000U,6037267502,2675.02,3281
1400000U,6037267503,2675.03,2216
1400000U,6037267504,2675.04,3568
1400000U,6037267600,2676,2469
1400000U,6037267700,2677,3753
1400000U,6037267800,2678,3483
1400000U,6037267901,2679.01,3106
1400000U,6037267902,2679.02,3609
1400000U,6037269000,2690,4867
1400000U,6037269100,2691,4264
1400000U,6037269300,2693,3771
1400000U,6037269500,2695,4202
1400000U,6037269601,2696.01,3465
1400000U,6037269602,2696.02,2217
1400000U,6037269700,2697,3858
1400000U,6037269800,2698,3140
1400000U,6037269903,2699.03,3487
1400000U,6037269905,2699.05,2234
1400000U,6037269906,2699.06,2998
1400000U,6037269907,2699.07,2553
1400000U,6037269908,2699.08,1916
1400000U,6037269909,2699.09,2088
1400000U,6037270101,2701.01,1796
1400000U,6037270102,2701.02,2154
1400000U,6037270200,2702,3606
1400000U,6037270300,2703,2560
1400000U,6037271100,2711,2317
1400000U,6037271200,2712,2495
1400000U,6037271300,2713,5216
1400000U,6037271400,2714,3203
1400000U,6037271500,2715,2928
1400000U,6037271600,2716,5370
1400000U,6037271702,2717.02,4293
1400000U,6037271703,2717.03,2754
1400000U,6037271704,2717.04,2982
1400000U,6037271801,2718.01,3368
1400000U,6037271803,2718.03,3188
1400000U,6037271804,2718.04,2293
1400000U,6037271901,2719.01,3358
1400000U,6037271902,2719.02,3987
1400000U,6037272100,2721,4441
1400000U,6037272201,2722.01,2022
1400000U,6037272202,2722.02,3034
1400000U,6037272301,2723.01,3265
1400000U,6037272302,2723.02,3779
1400000U,6037273100,2731,3026
1400000U,6037273200,2732,2778
1400000U,6037273300,2733,2857
1400000U,6037273403,2734.03,1360
1400000U,6037273404,2734.04,1508
1400000U,6037273502,2735.02,2571
1400000U,6037273600,2736,2138
1400000U,6037273700,2737,2751
1400000U,6037273800,2738,2945
1400000U,6037273902,2739.02,4238
1400000U,6037274100,2741,4365
1400000U,6037274202,2742.02,3858
1400000U,6037275101,2751.01,935
1400000U,6037275102,2751.02,4043
1400000U,6037275200,2752,3793
1400000U,6037275311,2753.11,4805
1400000U,6037275312,2753.12,2042
1400000U,6037275313,2753.13,3583
1400000U,6037275400,2754,4487
1400000U,6037275500,2755,5102
1400000U,6037275603,2756.03,2778
1400000U,6037275604,2756.04,10392
1400000U,6037275605,2756.05,2878
1400000U,6037276000,2760,6682
1400000U,6037276101,2761.01,3424
1400000U,6037276102,2761.02,3365
1400000U,6037276400,2764,4448
1400000U,6037276500,2765,5508
1400000U,6037276601,2766.01,4101
1400000U,6037276605,2766.05,2461
1400000U,6037276606,2766.06,3384
1400000U,6037276607,2766.07,2879
1400000U,6037276608,2766.08,1874
1400000U,6037277000,2770,6014
1400000U,6037277100,2771,3285
1400000U,6037277200,2772,1796
1400000U,6037277400,2774,0
1400000U,6037278001,2780.01,2349
1400000U,6037278102,2781.02,2973
1400000U,6037291110,2911.1,4192
1400000U,6037291120,2911.2,2041
1400000U,6037291130,2911.3,3233
1400000U,6037291210,2912.1,4766
1400000U,6037291220,2912.2,2942
1400000U,6037291300,2913,3025
1400000U,6037292001,2920.01,4511
1400000U,6037292002,2920.02,1968
1400000U,6037293203,2932.03,2785
1400000U,6037293204,2932.04,3694
1400000U,6037293205,2932.05,3372
1400000U,6037293206,2932.06,2696
1400000U,6037293301,2933.01,2556
1400000U,6037293302,2933.02,4496
1400000U,6037293304,2933.04,4796
1400000U,6037293306,2933.06,2424
1400000U,6037293307,2933.07,2532
1400000U,6037294110,2941.1,3866
1400000U,6037294120,2941.2,2618
1400000U,6037294200,2942,4306
1400000U,6037294301,2943.01,2798
1400000U,6037294302,2943.02,4490
1400000U,6037294410,2944.1,5142
1400000U,6037294421,2944.21,2694
1400000U,6037294510,2945.1,4361
1400000U,6037294520,2945.2,3563
1400000U,6037294610,2946.1,4359
1400000U,6037294620,2946.2,3860
1400000U,6037294701,2947.01,2692
1400000U,6037294810,2948.1,3830
1400000U,6037294820,2948.2,3275
1400000U,6037294830,2948.3,3927
1400000U,6037294900,2949,4045
1400000U,6037295103,2951.03,5081
1400000U,6037296210,2962.1,3365
1400000U,6037296220,2962.2,4124
1400000U,6037296300,2963,5103
1400000U,6037296401,2964.01,3251
1400000U,6037296402,2964.02,3175
1400000U,6037296500,2965,3746
1400000U,6037296600,2966,5368
1400000U,6037296901,2969.01,4202
1400000U,6037296902,2969.02,4792
1400000U,6037297001,2970.01,1694
1400000U,6037297002,2970.02,4508
1400000U,6037297110,2971.1,4584
1400000U,6037297120,2971.2,3517
1400000U,6037297201,2972.01,3964
1400000U,6037297202,2972.02,4112
1400000U,6037297300,2973,2074
1400000U,6037297400,2974,3607
1400000U,6037297501,2975.01,2586
1400000U,6037297502,2975.02,2602
1400000U,6037297601,2976.01,3556
1400000U,6037297602,2976.02,3575
1400000U,6037300100,3001,6511
1400000U,6037300200,3002,5550
1400000U,6037300301,3003.01,5834
1400000U,6037300400,3004,5810
1400000U,6037300501,3005.01,2911
1400000U,6037300503,3005.03,4968
1400000U,6037300601,3006.01,5899
1400000U,6037300602,3006.02,3251
1400000U,6037300701,3007.01,5129
1400000U,6037300702,3007.02,5450
1400000U,6037300800,3008,7139
1400000U,6037300901,3009.01,5475
1400000U,6037300902,3009.02,2077
1400000U,6037301000,3010,5512
1400000U,6037301100,3011,7113
1400000U,6037301203,3012.03,3768
1400000U,6037301204,3012.04,4705
1400000U,6037301205,3012.05,2078
1400000U,6037301206,3012.06,5510
1400000U,6037301300,3013,2047
1400000U,6037301400,3014,3970
1400000U,6037301501,3015.01,1774
1400000U,6037301502,3015.02,7329
1400000U,6037301601,3016.01,5388
1400000U,6037301602,3016.02,3657
1400000U,6037301701,3017.01,2661
1400000U,6037301702,3017.02,6020
1400000U,6037301801,3018.01,5625
1400000U,6037301802,3018.02,5403
1400000U,6037301901,3019.01,3884
1400000U,6037301902,3019.02,3261
1400000U,6037302002,3020.02,4016
1400000U,6037302003,3020.03,3740
1400000U,6037302004,3020.04,4184
1400000U,6037302102,3021.02,5866
1400000U,6037302103,3021.03,4995
1400000U,6037302104,3021.04,3521
1400000U,6037302201,3022.01,3718
1400000U,6037302202,3022.02,4924
1400000U,6037302301,3023.01,3765
1400000U,6037302302,3023.02,5245
1400000U,6037302401,3024.01,7673
1400000U,6037302503,3025.03,3978
1400000U,6037302504,3025.04,3519
1400000U,6037302505,3025.05,3972
1400000U,6037302506,3025.06,3385
1400000U,6037310100,3101,5535
1400000U,6037310201,3102.01,5082
1400000U,6037310202,3102.02,4718
1400000U,6037310300,3103,3032
1400000U,6037310400,3104,3636
1400000U,6037310501,3105.01,3699
1400000U,6037310601,3106.01,6498
1400000U,6037310602,3106.02,2735
1400000U,6037310701,3107.01,2429
1400000U,6037310703,3107.03,5270
1400000U,6037310704,3107.04,4470
1400000U,6037310705,3107.05,2530
1400000U,6037310800,3108,5123
1400000U,6037310900,3109,6810
1400000U,6037311000,3110,3764
1400000U,6037311100,3111,3998
1400000U,6037311200,3112,3171
1400000U,6037311300,3113,3915
1400000U,6037311400,3114,2320
1400000U,6037311500,3115,5963
1400000U,6037311601,3116.01,2947
1400000U,6037311602,3116.02,4546
1400000U,6037311700,3117,5852
1400000U,6037311801,3118.01,2922
1400000U,6037311802,3118.02,4200
1400000U,6037320101,3201.01,3402
1400000U,6037320102,3201.02,3681
1400000U,6037320201,3202.01,4058
1400000U,6037320202,3202.02,6000
1400000U,6037320300,3203,6575
1400000U,6037400205,4002.05,2478
1400000U,6037400206,4002.06,5525
1400000U,6037400207,4002.07,4627
1400000U,6037400208,4002.08,1388
1400000U,6037400209,4002.09,4581
1400000U,6037400304,4003.04,8310
1400000U,6037400402,4004.02,4185
1400000U,6037400403,4004.03,4123
1400000U,6037400404,4004.04,4039
1400000U,6037400501,4005.01,1897
1400000U,6037400602,4006.02,4382
1400000U,6037400603,4006.03,4947
1400000U,6037400605,4006.05,7178
1400000U,6037400801,4008.01,6935
1400000U,6037401001,4010.01,2626
1400000U,6037401002,4010.02,4324
1400000U,6037401101,4011.01,5695
1400000U,6037401102,4011.02,4073
1400000U,6037401201,4012.01,3612
1400000U,6037401202,4012.02,4344
1400000U,6037401203,4012.03,4757
1400000U,6037401303,4013.03,2242
1400000U,6037401304,4013.04,4939
1400000U,6037401311,4013.11,6923
1400000U,6037401312,4013.12,4712
1400000U,6037401500,4015,6022
1400000U,6037401601,4016.01,5428
1400000U,6037401602,4016.02,5570
1400000U,6037401705,4017.05,2784
1400000U,6037401706,4017.06,4533
1400000U,6037401707,4017.07,8607
1400000U,6037401801,4018.01,4570
1400000U,6037401802,4018.02,3724
1400000U,6037401901,4019.01,4095
1400000U,6037401902,4019.02,6101
1400000U,6037402001,4020.01,4125
1400000U,6037402002,4020.02,3935
1400000U,6037402101,4021.01,4856
1400000U,6037402102,4021.02,5136
1400000U,6037402200,4022,7069
1400000U,6037402301,4023.01,5468
1400000U,6037402303,4023.03,3779
1400000U,6037402304,4023.04,3942
1400000U,6037402403,4024.03,5226
1400000U,6037402404,4024.04,1642
1400000U,6037402405,4024.05,2428
1400000U,6037402406,4024.06,4601
1400000U,6037402501,4025.01,4856
1400000U,6037402503,4025.03,4330
1400000U,6037402504,4025.04,2295
1400000U,6037402601,4026.01,2854
1400000U,6037402602,4026.02,4841
1400000U,6037402702,4027.02,4937
1400000U,6037402703,4027.03,5401
1400000U,6037402705,4027.05,3596
1400000U,6037402706,4027.06,3658
1400000U,6037402801,4028.01,4335
1400000U,6037402803,4028.03,3477
1400000U,6037402804,4028.04,4145
1400000U,6037402902,4029.02,6896
1400000U,6037402903,4029.03,3650
1400000U,6037402904,4029.04,3615
1400000U,6037403000,4030,6991
1400000U,6037403305,4033.05,2318
1400000U,6037403316,4033.16,7007
1400000U,6037403317,4033.17,5152
1400000U,6037403318,4033.18,5909
1400000U,6037403319,4033.19,4206
1400000U,6037403320,4033.2,5384
1400000U,6037403321,4033.21,5392
1400000U,6037403323,4033.23,5592
1400000U,6037403324,4033.24,5947
1400000U,6037403325,4033.25,4853
1400000U,6037403326,4033.26,2328
1400000U,6037403327,4033.27,2431
1400000U,6037403328,4033.28,5333
1400000U,6037403401,4034.01,4911
1400000U,6037403402,4034.02,3243
1400000U,6037403403,4034.03,5177
1400000U,6037403404,4034.04,2200
1400000U,6037403407,4034.07,2265
1400000U,6037403408,4034.08,6164
1400000U,6037403409,4034.09,3897
1400000U,6037403500,4035,1438
1400000U,6037403601,4036.01,6590
1400000U,6037403702,4037.02,4186
1400000U,6037403703,4037.03,4786
1400000U,6037403721,4037.21,5569
1400000U,6037403722,4037.22,5437
1400000U,6037403801,4038.01,5605
1400000U,6037403802,4038.02,6221
1400000U,6037403901,4039.01,2976
1400000U,6037403902,4039.02,5250
1400000U,6037404000,4040,4547
1400000U,6037404100,4041,6307
1400000U,6037404201,4042.01,3551
1400000U,6037404203,4042.03,4165
1400000U,6037404301,4043.01,6257
1400000U,6037404302,4043.02,2412
1400000U,6037404401,4044.01,3902
1400000U,6037404402,4044.02,4624
1400000U,6037404501,4045.01,2721
1400000U,6037404503,4045.03,2988
1400000U,6037404504,4045.04,4844
1400000U,6037404600,4046,1352
1400000U,6037404701,4047.01,5737
1400000U,6037404702,4047.02,4792
1400000U,6037404703,4047.03,3209
1400000U,6037404804,4048.04,4223
1400000U,6037404805,4048.05,2922
1400000U,6037404806,4048.06,5842
1400000U,6037404901,4049.01,5363
1400000U,6037404902,4049.02,3343
1400000U,6037404903,4049.03,2677
1400000U,6037405001,4050.01,5366
1400000U,6037405002,4050.02,3271
1400000U,6037405101,4051.01,5368
1400000U,6037405102,4051.02,4850
1400000U,6037405201,4052.01,5421
1400000U,6037405202,4052.02,4208
1400000U,6037405203,4052.03,3038
1400000U,6037405301,4053.01,2977
1400000U,6037405302,4053.02,5688
1400000U,6037405400,4054,5027
1400000U,6037405500,4055,6207
1400000U,6037405600,4056,5748
1400000U,6037405701,4057.01,3637
1400000U,6037405702,4057.02,5159
1400000U,6037405800,4058,5514
1400000U,6037405900,4059,4217
1400000U,6037406000,4060,5235
1400000U,6037406101,4061.01,3206
1400000U,6037406103,4061.03,8008
1400000U,6037406201,4062.01,3655
1400000U,6037406300,4063,5730
1400000U,6037406413,4064.13,6398
1400000U,6037406500,4065,7917
1400000U,6037406601,4066.01,5037
1400000U,6037406602,4066.02,4676
1400000U,6037406701,4067.01,3198
1400000U,6037406702,4067.02,7019
1400000U,6037406801,4068.01,4972
1400000U,6037406903,4069.03,7307
1400000U,6037407001,4070.01,5934
1400000U,6037407002,4070.02,3372
1400000U,6037407101,4071.01,4315
1400000U,6037407102,4071.02,5415
1400000U,6037407201,4072.01,3425
1400000U,6037407202,4072.02,3082
1400000U,6037407301,4073.01,3752
1400000U,6037407302,4073.02,3593
1400000U,6037407400,4074,1848
1400000U,6037407501,4075.01,4241
1400000U,6037407502,4075.02,3905
1400000U,6037407601,4076.01,4203
1400000U,6037407602,4076.02,4026
1400000U,6037407701,4077.01,4418
1400000U,6037407702,4077.02,6536
1400000U,6037407801,4078.01,5148
1400000U,6037407802,4078.02,3207
1400000U,6037407901,4079.01,4317
1400000U,6037407902,4079.02,1632
1400000U,6037408003,4080.03,4687
1400000U,6037408004,4080.04,2414
1400000U,6037408005,4080.05,5367
1400000U,6037408006,4080.06,3878
1400000U,6037408133,4081.33,5988
1400000U,6037408134,4081.34,2641
1400000U,6037408135,4081.35,4336
1400000U,6037408136,4081.36,3718
1400000U,6037408137,4081.37,4099
1400000U,6037408138,4081.38,4889
1400000U,6037408139,4081.39,4478
1400000U,6037408140,4081.4,3409
1400000U,6037408141,4081.41,4075
1400000U,6037408212,4082.12,4750
1400000U,6037408213,4082.13,5787
1400000U,6037408301,4083.01,5923
1400000U,6037408302,4083.02,3350
1400000U,6037408303,4083.03,4228
1400000U,6037408401,4084.01,4352
1400000U,6037408402,4084.02,6286
1400000U,6037408503,4085.03,6923
1400000U,6037408504,4085.04,5418
1400000U,6037408505,4085.05,2373
1400000U,6037408623,4086.23,3117
1400000U,6037408624,4086.24,3054
1400000U,6037408625,4086.25,3873
1400000U,6037408626,4086.26,3778
1400000U,6037408627,4086.27,2626
1400000U,6037408628,4086.28,5591
1400000U,6037408629,4086.29,3069
1400000U,6037408631,4086.31,5014
1400000U,6037408703,4087.03,5547
1400000U,6037408705,4087.05,5540
1400000U,6037408707,4087.07,6507
1400000U,6037408722,4087.22,4244
1400000U,6037408724,4087.24,5435
1400000U,6037408725,4087.25,5854
1400000U,6037408800,4088,4759
1400000U,6037408900,4089,5529
1400000U,6037409000,4090,7610
1400000U,6037409100,4091,5576
1400000U,6037430003,4300.03,4848
1400000U,6037430004,4300.04,3331
1400000U,6037430005,4300.05,3822
1400000U,6037430101,4301.01,5018
1400000U,6037430102,4301.02,4902
1400000U,6037430200,4302,1041
1400000U,6037430301,4303.01,4694
1400000U,6037430302,4303.02,4859
1400000U,6037430400,4304,4267
1400000U,6037430501,4305.01,4526
1400000U,6037430502,4305.02,6494
1400000U,6037430600,4306,4291
1400000U,6037430701,4307.01,5074
1400000U,6037430721,4307.21,3303
1400000U,6037430723,4307.23,5075
1400000U,6037430724,4307.24,5018
1400000U,6037430801,4308.01,7235
1400000U,6037430802,4308.02,4008
1400000U,6037430803,4308.03,5079
1400000U,6037430901,4309.01,4169
1400000U,6037430902,4309.02,5111
1400000U,6037431002,4310.02,3072
1400000U,6037431003,4310.03,4754
1400000U,6037431004,4310.04,3343
1400000U,6037431100,4311,7321
1400000U,6037431200,4312,6459
1400000U,6037431300,4313,2620
1400000U,6037431400,4314,3770
1400000U,6037431501,4315.01,3874
1400000U,6037431502,4315.02,4531
1400000U,6037431600,4316,3913
1400000U,6037431701,4317.01,6323
1400000U,6037431800,4318,5324
1400000U,6037431900,4319,3688
1400000U,6037432001,4320.01,2261
1400000U,6037432002,4320.02,5416
1400000U,6037432101,4321.01,4756
1400000U,6037432102,4321.02,5479
1400000U,6037432201,4322.01,4693
1400000U,6037432202,4322.02,3544
1400000U,6037432300,4323,3960
1400000U,6037432401,4324.01,4217
1400000U,6037432402,4324.02,5378
1400000U,6037432501,4325.01,4199
1400000U,6037432502,4325.02,4310
1400000U,6037432601,4326.01,6453
1400000U,6037432602,4326.02,4461
1400000U,6037432700,4327,4592
1400000U,6037432801,4328.01,2307
1400000U,6037432802,4328.02,5389
1400000U,6037432901,4329.01,4265
1400000U,6037432902,4329.02,2993
1400000U,6037433103,4331.03,6702
1400000U,6037433200,4332,6089
1400000U,6037433302,4333.02,1837
1400000U,6037433304,4333.04,3999
1400000U,6037433305,4333.05,4570
1400000U,6037433306,4333.06,3056
1400000U,6037433307,4333.07,2738
1400000U,6037433402,4334.02,4616
1400000U,6037433403,4334.03,4860
1400000U,6037433505,4335.05,3981
1400000U,6037433506,4335.06,3579
1400000U,6037433601,4336.01,4873
1400000U,6037433602,4336.02,2730
1400000U,6037433803,4338.03,3240
1400000U,6037433804,4338.04,4581
1400000U,6037433901,4339.01,5401
1400000U,6037433903,4339.03,5432
1400000U,6037434001,4340.01,4531
1400000U,6037434003,4340.03,3704
1400000U,6037434004,4340.04,3136
1400000U,6037434100,4341,5919
1400000U,6037460001,4600.01,1853
1400000U,6037460002,4600.02,2748
1400000U,6037460101,4601.01,5650
1400000U,6037460200,4602,5841
1400000U,6037460301,4603.01,4779
1400000U,6037460302,4603.02,4399
1400000U,6037460401,4604.01,1093
1400000U,6037460501,4605.01,5249
1400000U,6037460502,4605.02,4810
1400000U,6037460601,4606.01,5244
1400000U,6037460700,4607,4791
1400000U,6037460800,4608,2792
1400000U,6037460900,4609,6394
1400000U,6037461000,4610,5493
1400000U,6037461100,4611,5153
1400000U,6037461200,4612,4320
1400000U,6037461300,4613,6027
1400000U,6037461400,4614,2695
1400000U,6037461501,4615.01,3559
1400000U,6037461502,4615.02,6056
1400000U,6037461600,4616,5161
1400000U,6037461700,4617,1344
1400000U,6037461901,4619.01,4658
1400000U,6037461902,4619.02,2004
1400000U,6037462001,4620.01,4303
1400000U,6037462002,4620.02,3577
1400000U,6037462100,4621,4710
1400000U,6037462201,4622.01,3615
1400000U,6037462202,4622.02,3206
1400000U,6037462301,4623.01,3924
1400000U,6037462302,4623.02,3377
1400000U,6037462400,4624,3870
1400000U,6037462500,4625,6482
1400000U,6037462600,4626,2392
1400000U,6037462700,4627,5755
1400000U,6037462800,4628,2919
1400000U,6037462900,4629,3654
1400000U,6037463000,4630,2726
1400000U,6037463103,4631.03,5607
1400000U,6037463200,4632,3262
1400000U,6037463300,4633,2014
1400000U,6037463400,4634,5869
1400000U,6037463500,4635,6173
1400000U,6037463601,4636.01,6245
1400000U,6037463602,4636.02,5896
1400000U,6037463700,4637,3429
1400000U,6037463800,4638,3993
1400000U,6037463900,4639,3115
1400000U,6037464000,4640,5348
1400000U,6037464101,4641.01,2223
1400000U,6037464102,4641.02,4381
1400000U,6037464200,4642,5675
1400000U,6037480002,4800.02,3843
1400000U,6037480011,4800.11,5220
1400000U,6037480012,4800.12,4751
1400000U,6037480101,4801.01,4106
1400000U,6037480102,4801.02,3957
1400000U,6037480201,4802.01,3744
1400000U,6037480202,4802.02,2712
1400000U,6037480302,4803.02,3992
1400000U,6037480303,4803.03,4426
1400000U,6037480304,4803.04,4145
1400000U,6037480400,4804,5893
1400000U,6037480500,4805,5301
1400000U,6037480601,4806.01,4044
1400000U,6037480602,4806.02,4302
1400000U,6037480702,4807.02,4501
1400000U,6037480703,4807.03,4074
1400000U,6037480704,4807.04,4075
1400000U,6037480802,4808.02,3220
1400000U,6037480803,4808.03,3027
1400000U,6037480804,4808.04,4675
1400000U,6037480901,4809.01,3901
1400000U,6037480902,4809.02,4012
1400000U,6037480903,4809.03,2873
1400000U,6037481001,4810.01,4582
1400000U,6037481002,4810.02,5748
1400000U,6037481101,4811.01,4275
1400000U,6037481102,4811.02,3603
1400000U,6037481103,4811.03,5315
1400000U,6037481201,4812.01,4000
1400000U,6037481203,4812.03,6768
1400000U,6037481300,4813,3072
1400000U,6037481401,4814.01,5433
1400000U,6037481403,4814.03,3132
1400000U,6037481404,4814.04,3867
1400000U,6037481500,4815,4336
1400000U,6037481603,4816.03,3580
1400000U,6037481604,4816.04,4183
1400000U,6037481605,4816.05,2811
1400000U,6037481606,4816.06,4916
1400000U,6037481711,4817.11,4397
1400000U,6037481712,4817.12,5182
1400000U,6037481713,4817.13,2727
1400000U,6037481714,4817.14,2595
1400000U,6037481800,4818,2282
1400000U,6037481901,4819.01,5562
1400000U,6037481902,4819.02,3319
1400000U,6037482001,4820.01,2647
1400000U,6037482002,4820.02,6821
1400000U,6037482101,4821.01,4525
1400000U,6037482102,4821.02,3295
1400000U,6037482201,4822.01,3857
1400000U,6037482202,4822.02,5441
1400000U,6037482301,4823.01,4855
1400000U,6037482303,4823.03,4766
1400000U,6037482304,4823.04,2877
1400000U,6037482401,4824.01,3647
1400000U,6037482403,4824.03,3254
1400000U,6037482404,4824.04,3429
1400000U,6037482502,4825.02,3520
1400000U,6037482503,4825.03,4007
1400000U,6037482521,4825.21,5385
1400000U,6037482522,4825.22,4165
1400000U,6037482600,4826,6377
1400000U,6037482701,4827.01,3856
1400000U,6037482702,4827.02,2392
1400000U,6037482801,4828.01,3826
1400000U,6037500100,5001,3687
1400000U,6037500202,5002.02,4919
1400000U,6037500203,5002.03,4156
1400000U,6037500204,5002.04,2361
1400000U,6037500300,5003,2691
1400000U,6037500402,5004.02,4660
1400000U,6037500403,5004.03,3841
1400000U,6037500404,5004.04,4401
1400000U,6037500500,5005,2820
1400000U,6037500600,5006,5857
